statePostal, year,unemployment,key
"Oglethorpe County, GA",Aug-24 p,0.039,13-221
"Paulding County, GA",Aug-24 p,0.037000000000000005,13-223
"Peach County, GA",Aug-24 p,0.05,13-225
"Pickens County, GA",Aug-24 p,0.037000000000000005,13-227
"Pierce County, GA",Aug-24 p,0.044000000000000004,13-229
"Pike County, GA",Aug-24 p,0.037000000000000005,13-231
"Polk County, GA",Aug-24 p,0.045,13-233
"Pulaski County, GA",Aug-24 p,0.045,13-235
"Putnam County, GA",Aug-24 p,0.048,13-237
"Quitman County, GA",Aug-24 p,0.068,13-239
"Rabun County, GA",Aug-24 p,0.039,13-241
"Randolph County, GA",Aug-24 p,0.057999999999999996,13-243
"Richmond County, GA",Aug-24 p,0.061,13-245
"Rockdale County, GA",Aug-24 p,0.047,13-247
"Schley County, GA",Aug-24 p,0.045,13-249
"Screven County, GA",Aug-24 p,0.063,13-251
"Seminole County, GA",Aug-24 p,0.055,13-253
"Spalding County, GA",Aug-24 p,0.047,13-255
"Stephens County, GA",Aug-24 p,0.05,13-257
"Stewart County, GA",Aug-24 p,0.039,13-259
"Sumter County, GA",Aug-24 p,0.055999999999999994,13-261
"Talbot County, GA",Aug-24 p,0.042,13-263
"Taliaferro County, GA",Aug-24 p,0.052000000000000005,13-265
"Tattnall County, GA",Aug-24 p,0.040999999999999995,13-267
"Taylor County, GA",Aug-24 p,0.053,13-269
"Telfair County, GA",Aug-24 p,0.079,13-271
"Terrell County, GA",Aug-24 p,0.053,13-273
"Thomas County, GA",Aug-24 p,0.047,13-275
"Tift County, GA",Aug-24 p,0.038,13-277
"Toombs County, GA",Aug-24 p,0.049,13-279
"Towns County, GA",Aug-24 p,0.055999999999999994,13-281
"Treutlen County, GA",Aug-24 p,0.055,13-283
"Troup County, GA",Aug-24 p,0.037000000000000005,13-285
"Turner County, GA",Aug-24 p,0.054000000000000006,13-287
"Twiggs County, GA",Aug-24 p,0.061,13-289
"Union County, GA",Aug-24 p,0.036000000000000004,13-291
"Upson County, GA",Aug-24 p,0.044000000000000004,13-293
"Walker County, GA",Aug-24 p,0.04,13-295
"Walton County, GA",Aug-24 p,0.039,13-297
"Ware County, GA",Aug-24 p,0.043,13-299
"Warren County, GA",Aug-24 p,0.045,13-301
"Washington County, GA",Aug-24 p,0.057,13-303
"Wayne County, GA",Aug-24 p,0.046,13-305
"Webster County, GA",Aug-24 p,0.048,13-307
"Wheeler County, GA",Aug-24 p,0.063,13-309
"White County, GA",Aug-24 p,0.032,13-311
"Whitfield County, GA",Aug-24 p,0.048,13-313
"Wilcox County, GA",Aug-24 p,0.043,13-315
"Wilkes County, GA",Aug-24 p,0.044000000000000004,13-317
"Wilkinson County, GA",Aug-24 p,0.051,13-319
"Worth County, GA",Aug-24 p,0.043,13-321
"Hawaii County, HI",Aug-24 p,0.034,15-001
"Honolulu County/city, HI",Aug-24 p,0.03,15-003
"Kauai County, HI",Aug-24 p,0.027999999999999997,15-007
"Maui County, HI",Aug-24 p,0.04,15-009
"Ada County, ID",Aug-24 p,0.034,16-001
"Adams County, ID",Aug-24 p,0.05,16-003
"Bannock County, ID",Aug-24 p,0.037000000000000005,16-005
"Bear Lake County, ID",Aug-24 p,0.032,16-007
"Benewah County, ID",Aug-24 p,0.047,16-009
"Bingham County, ID",Aug-24 p,0.033,16-011
"Blaine County, ID",Aug-24 p,0.028999999999999998,16-013
"Boise County, ID",Aug-24 p,0.044000000000000004,16-015
"Bonner County, ID",Aug-24 p,0.045,16-017
"Bonneville County, ID",Aug-24 p,0.03,16-019
"Boundary County, ID",Aug-24 p,0.049,16-021
"Butte County, ID",Aug-24 p,0.036000000000000004,16-023
"Camas County, ID",Aug-24 p,0.031,16-025
"Canyon County, ID",Aug-24 p,0.04,16-027
"Caribou County, ID",Aug-24 p,0.027000000000000003,16-029
"Cassia County, ID",Aug-24 p,0.031,16-031
"Clark County, ID",Aug-24 p,0.031,16-033
"Clearwater County, ID",Aug-24 p,0.059000000000000004,16-035
"Custer County, ID",Aug-24 p,0.033,16-037
"Elmore County, ID",Aug-24 p,0.035,16-039
"Franklin County, ID",Aug-24 p,0.03,16-041
"Fremont County, ID",Aug-24 p,0.027999999999999997,16-043
"Gem County, ID",Aug-24 p,0.043,16-045
"Gooding County, ID",Aug-24 p,0.027999999999999997,16-047
"Idaho County, ID",Aug-24 p,0.042,16-049
"Jefferson County, ID",Aug-24 p,0.03,16-051
"Jerome County, ID",Aug-24 p,0.035,16-053
"Kootenai County, ID",Aug-24 p,0.042,16-055
"Latah County, ID",Aug-24 p,0.034,16-057
"Lemhi County, ID",Aug-24 p,0.033,16-059
"Lewis County, ID",Aug-24 p,0.045,16-061
"Lincoln County, ID",Aug-24 p,0.037000000000000005,16-063
"Madison County, ID",Aug-24 p,0.028999999999999998,16-065
"Minidoka County, ID",Aug-24 p,0.031,16-067
"Nez Perce County, ID",Aug-24 p,0.036000000000000004,16-069
"Oneida County, ID",Aug-24 p,0.027000000000000003,16-071
"Owyhee County, ID",Aug-24 p,0.046,16-073
"Payette County, ID",Aug-24 p,0.046,16-075
"Power County, ID",Aug-24 p,0.033,16-077
"Shoshone County, ID",Aug-24 p,0.052000000000000005,16-079
"Teton County, ID",Aug-24 p,0.023,16-081
"Twin Falls County, ID",Aug-24 p,0.037000000000000005,16-083
"Valley County, ID",Aug-24 p,0.03,16-085
"Washington County, ID",Aug-24 p,0.042,16-087
"Adams County, IL",Aug-24 p,0.042,17-001
"Alexander County, IL",Aug-24 p,0.068,17-003
"Bond County, IL",Aug-24 p,0.045,17-005
"Boone County, IL",Aug-24 p,0.062,17-007
"Brown County, IL",Aug-24 p,0.026000000000000002,17-009
"Bureau County, IL",Aug-24 p,0.057,17-011
"Calhoun County, IL",Aug-24 p,0.04,17-013
"Carroll County, IL",Aug-24 p,0.044000000000000004,17-015
"Cass County, IL",Aug-24 p,0.049,17-017
"Champaign County, IL",Aug-24 p,0.049,17-019
"Christian County, IL",Aug-24 p,0.051,17-021
"Clark County, IL",Aug-24 p,0.052000000000000005,17-023
"Clay County, IL",Aug-24 p,0.055,17-025
"Clinton County, IL",Aug-24 p,0.034,17-027
"Coles County, IL",Aug-24 p,0.051,17-029
"Cook County, IL",Aug-24 p,0.06,17-031
"Crawford County, IL",Aug-24 p,0.052000000000000005,17-033
"Cumberland County, IL",Aug-24 p,0.036000000000000004,17-035
"DeKalb County, IL",Aug-24 p,0.052000000000000005,17-037
"De Witt County, IL",Aug-24 p,0.048,17-039
"Douglas County, IL",Aug-24 p,0.04,17-041
"DuPage County, IL",Aug-24 p,0.047,17-043
"Edgar County, IL",Aug-24 p,0.043,17-045
"Edwards County, IL",Aug-24 p,0.05,17-047
"Effingham County, IL",Aug-24 p,0.038,17-049
"Fayette County, IL",Aug-24 p,0.048,17-051
"Ford County, IL",Aug-24 p,0.047,17-053
"Franklin County, IL",Aug-24 p,0.062,17-055
"Fulton County, IL",Aug-24 p,0.054000000000000006,17-057
"Gallatin County, IL",Aug-24 p,0.053,17-059
"Greene County, IL",Aug-24 p,0.043,17-061
"Grundy County, IL",Aug-24 p,0.059000000000000004,17-063
"Hamilton County, IL",Aug-24 p,0.04,17-065
"Hancock County, IL",Aug-24 p,0.046,17-067
"Hardin County, IL",Aug-24 p,0.063,17-069
"Henderson County, IL",Aug-24 p,0.040999999999999995,17-071
"Henry County, IL",Aug-24 p,0.053,17-073
"Iroquois County, IL",Aug-24 p,0.048,17-075
"Jackson County, IL",Aug-24 p,0.051,17-077
"Jasper County, IL",Aug-24 p,0.044000000000000004,17-079
"Jefferson County, IL",Aug-24 p,0.052000000000000005,17-081
"Jersey County, IL",Aug-24 p,0.043,17-083
"Jo Daviess County, IL",Aug-24 p,0.044000000000000004,17-085
"Johnson County, IL",Aug-24 p,0.063,17-087
"Kane County, IL",Aug-24 p,0.053,17-089
"Kankakee County, IL",Aug-24 p,0.06,17-091
"Kendall County, IL",Aug-24 p,0.051,17-093
"Knox County, IL",Aug-24 p,0.055,17-095
"Lake County, IL",Aug-24 p,0.05,17-097
"LaSalle County, IL",Aug-24 p,0.059000000000000004,17-099
"Lawrence County, IL",Aug-24 p,0.095,17-101
"Lee County, IL",Aug-24 p,0.045,17-103
"Livingston County, IL",Aug-24 p,0.042,17-105
"Logan County, IL",Aug-24 p,0.057,17-107
"McDonough County, IL",Aug-24 p,0.055999999999999994,17-109
"McHenry County, IL",Aug-24 p,0.048,17-111
"McLean County, IL",Aug-24 p,0.048,17-113
"Macon County, IL",Aug-24 p,0.063,17-115
"Macoupin County, IL",Aug-24 p,0.043,17-117
"Madison County, IL",Aug-24 p,0.046,17-119
"Marion County, IL",Aug-24 p,0.053,17-121
"Marshall County, IL",Aug-24 p,0.049,17-123
"Mason County, IL",Aug-24 p,0.053,17-125
"Massac County, IL",Aug-24 p,0.053,17-127
"Menard County, IL",Aug-24 p,0.040999999999999995,17-129
"Mercer County, IL",Aug-24 p,0.051,17-131
"Monroe County, IL",Aug-24 p,0.034,17-133
"Montgomery County, IL",Aug-24 p,0.05,17-135
"Morgan County, IL",Aug-24 p,0.046,17-137
"Moultrie County, IL",Aug-24 p,0.04,17-139
"Ogle County, IL",Aug-24 p,0.05,17-141
"Peoria County, IL",Aug-24 p,0.059000000000000004,17-143
"Perry County, IL",Aug-24 p,0.057,17-145
"Piatt County, IL",Aug-24 p,0.039,17-147
"Pike County, IL",Aug-24 p,0.049,17-149
"Pope County, IL",Aug-24 p,0.045,17-151
"Pulaski County, IL",Aug-24 p,0.083,17-153
"Putnam County, IL",Aug-24 p,0.052000000000000005,17-155
"Randolph County, IL",Aug-24 p,0.044000000000000004,17-157
"Richland County, IL",Aug-24 p,0.052000000000000005,17-159
"Rock Island County, IL",Aug-24 p,0.057999999999999996,17-161
"St. Clair County, IL",Aug-24 p,0.051,17-163
"Saline County, IL",Aug-24 p,0.053,17-165
"Sangamon County, IL",Aug-24 p,0.047,17-167
"Schuyler County, IL",Aug-24 p,0.046,17-169
"Scott County, IL",Aug-24 p,0.049,17-171
"Shelby County, IL",Aug-24 p,0.044000000000000004,17-173
"Stark County, IL",Aug-24 p,0.054000000000000006,17-175
"Stephenson County, IL",Aug-24 p,0.05,17-177
"Tazewell County, IL",Aug-24 p,0.05,17-179
"Union County, IL",Aug-24 p,0.051,17-181
"Vermilion County, IL",Aug-24 p,0.069,17-183
"Wabash County, IL",Aug-24 p,0.043,17-185
"Warren County, IL",Aug-24 p,0.049,17-187
"Washington County, IL",Aug-24 p,0.028999999999999998,17-189
"Wayne County, IL",Aug-24 p,0.048,17-191
"White County, IL",Aug-24 p,0.046,17-193
"Whiteside County, IL",Aug-24 p,0.05,17-195
"Will County, IL",Aug-24 p,0.055999999999999994,17-197
"Williamson County, IL",Aug-24 p,0.049,17-199
"Winnebago County, IL",Aug-24 p,0.06,17-201
"Woodford County, IL",Aug-24 p,0.042,17-203
"Adams County, IN",Aug-24 p,0.038,18-001
"Allen County, IN",Aug-24 p,0.040999999999999995,18-003
"Bartholomew County, IN",Aug-24 p,0.037000000000000005,18-005
"Benton County, IN",Aug-24 p,0.034,18-007
"Blackford County, IN",Aug-24 p,0.049,18-009
"Boone County, IN",Aug-24 p,0.033,18-011
"Brown County, IN",Aug-24 p,0.038,18-013
"Carroll County, IN",Aug-24 p,0.040999999999999995,18-015
"Cass County, IN",Aug-24 p,0.057,18-017
"Clark County, IN",Aug-24 p,0.040999999999999995,18-019
"Clay County, IN",Aug-24 p,0.043,18-021
"Clinton County, IN",Aug-24 p,0.033,18-023
"Crawford County, IN",Aug-24 p,0.042,18-025
"Daviess County, IN",Aug-24 p,0.034,18-027
"Dearborn County, IN",Aug-24 p,0.040999999999999995,18-029
"Decatur County, IN",Aug-24 p,0.034,18-031
"DeKalb County, IN",Aug-24 p,0.039,18-033
"Delaware County, IN",Aug-24 p,0.052000000000000005,18-035
"Dubois County, IN",Aug-24 p,0.033,18-037
"Elkhart County, IN",Aug-24 p,0.047,18-039
"Fayette County, IN",Aug-24 p,0.06,18-041
"Floyd County, IN",Aug-24 p,0.037000000000000005,18-043
"Fountain County, IN",Aug-24 p,0.042,18-045
"Franklin County, IN",Aug-24 p,0.039,18-047
"Fulton County, IN",Aug-24 p,0.045,18-049
"Gibson County, IN",Aug-24 p,0.034,18-051
"Grant County, IN",Aug-24 p,0.052000000000000005,18-053
"Greene County, IN",Aug-24 p,0.053,18-055
"Hamilton County, IN",Aug-24 p,0.034,18-057
"Hancock County, IN",Aug-24 p,0.037000000000000005,18-059
"Harrison County, IN",Aug-24 p,0.038,18-061
"Hendricks County, IN",Aug-24 p,0.036000000000000004,18-063
"Henry County, IN",Aug-24 p,0.04,18-065
"Howard County, IN",Aug-24 p,0.11,18-067
"Huntington County, IN",Aug-24 p,0.039,18-069
"Jackson County, IN",Aug-24 p,0.036000000000000004,18-071
"Jasper County, IN",Aug-24 p,0.045,18-073
"Jay County, IN",Aug-24 p,0.040999999999999995,18-075
"Jefferson County, IN",Aug-24 p,0.042,18-077
"Jennings County, IN",Aug-24 p,0.04,18-079
"Johnson County, IN",Aug-24 p,0.035,18-081
"Knox County, IN",Aug-24 p,0.049,18-083
"Kosciusko County, IN",Aug-24 p,0.048,18-085
"LaGrange County, IN",Aug-24 p,0.036000000000000004,18-087
"Lake County, IN",Aug-24 p,0.064,18-089
"LaPorte County, IN",Aug-24 p,0.052000000000000005,18-091
"Lawrence County, IN",Aug-24 p,0.052000000000000005,18-093
"Madison County, IN",Aug-24 p,0.044000000000000004,18-095
"Marion County, IN",Aug-24 p,0.044000000000000004,18-097
"Marshall County, IN",Aug-24 p,0.042,18-099
"Martin County, IN",Aug-24 p,0.033,18-101
"Miami County, IN",Aug-24 p,0.071,18-103
"Monroe County, IN",Aug-24 p,0.045,18-105
"Montgomery County, IN",Aug-24 p,0.037000000000000005,18-107
"Morgan County, IN",Aug-24 p,0.037000000000000005,18-109
"Newton County, IN",Aug-24 p,0.045,18-111
"Noble County, IN",Aug-24 p,0.045,18-113
"Ohio County, IN",Aug-24 p,0.038,18-115
"Orange County, IN",Aug-24 p,0.052000000000000005,18-117
"Owen County, IN",Aug-24 p,0.048,18-119
"Parke County, IN",Aug-24 p,0.038,18-121
"Perry County, IN",Aug-24 p,0.037000000000000005,18-123
"Pike County, IN",Aug-24 p,0.042,18-125
"Porter County, IN",Aug-24 p,0.048,18-127
"Posey County, IN",Aug-24 p,0.034,18-129
"Pulaski County, IN",Aug-24 p,0.038,18-131
"Putnam County, IN",Aug-24 p,0.039,18-133
"Randolph County, IN",Aug-24 p,0.045,18-135
"Ripley County, IN",Aug-24 p,0.042,18-137
"Rush County, IN",Aug-24 p,0.035,18-139
"St. Joseph County, IN",Aug-24 p,0.051,18-141
"Scott County, IN",Aug-24 p,0.047,18-143
"Shelby County, IN",Aug-24 p,0.036000000000000004,18-145
"Spencer County, IN",Aug-24 p,0.039,18-147
"Starke County, IN",Aug-24 p,0.051,18-149
"Steuben County, IN",Aug-24 p,0.036000000000000004,18-151
"Sullivan County, IN",Aug-24 p,0.05,18-153
"Switzerland County, IN",Aug-24 p,0.043,18-155
"Tippecanoe County, IN",Aug-24 p,0.042,18-157
"Tipton County, IN",Aug-24 p,0.055,18-159
"Union County, IN",Aug-24 p,0.039,18-161
"Vanderburgh County, IN",Aug-24 p,0.042,18-163
"Vermillion County, IN",Aug-24 p,0.053,18-165
"Vigo County, IN",Aug-24 p,0.049,18-167
"Wabash County, IN",Aug-24 p,0.046,18-169
"Warren County, IN",Aug-24 p,0.04,18-171
"Warrick County, IN",Aug-24 p,0.038,18-173
"Washington County, IN",Aug-24 p,0.04,18-175
"Wayne County, IN",Aug-24 p,0.047,18-177
"Wells County, IN",Aug-24 p,0.036000000000000004,18-179
"White County, IN",Aug-24 p,0.037000000000000005,18-181
"Whitley County, IN",Aug-24 p,0.038,18-183
"Adair County, IA",Aug-24 p,0.027000000000000003,19-001
"Adams County, IA",Aug-24 p,0.022000000000000002,19-003
"Allamakee County, IA",Aug-24 p,0.031,19-005
"Appanoose County, IA",Aug-24 p,0.031,19-007
"Audubon County, IA",Aug-24 p,0.022000000000000002,19-009
"Benton County, IA",Aug-24 p,0.03,19-011
"Black Hawk County, IA",Aug-24 p,0.04,19-013
"Boone County, IA",Aug-24 p,0.027000000000000003,19-015
"Bremer County, IA",Aug-24 p,0.027999999999999997,19-017
"Buchanan County, IA",Aug-24 p,0.03,19-019
"Buena Vista County, IA",Aug-24 p,0.026000000000000002,19-021
"Butler County, IA",Aug-24 p,0.027000000000000003,19-023
"Calhoun County, IA",Aug-24 p,0.031,19-025
"Carroll County, IA",Aug-24 p,0.024,19-027
"Cass County, IA",Aug-24 p,0.026000000000000002,19-029
"Cedar County, IA",Aug-24 p,0.027999999999999997,19-031
"Cerro Gordo County, IA",Aug-24 p,0.031,19-033
"Cherokee County, IA",Aug-24 p,0.022000000000000002,19-035
"Chickasaw County, IA",Aug-24 p,0.026000000000000002,19-037
"Clarke County, IA",Aug-24 p,0.027000000000000003,19-039
"Clay County, IA",Aug-24 p,0.044000000000000004,19-041
"Clayton County, IA",Aug-24 p,0.031,19-043
"Clinton County, IA",Aug-24 p,0.043,19-045
"Crawford County, IA",Aug-24 p,0.043,19-047
"Dallas County, IA",Aug-24 p,0.034,19-049
"Davis County, IA",Aug-24 p,0.027999999999999997,19-051
"Decatur County, IA",Aug-24 p,0.026000000000000002,19-053
"Delaware County, IA",Aug-24 p,0.026000000000000002,19-055
"Des Moines County, IA",Aug-24 p,0.04,19-057
"Dickinson County, IA",Aug-24 p,0.026000000000000002,19-059
"Dubuque County, IA",Aug-24 p,0.033,19-061
"Emmet County, IA",Aug-24 p,0.031,19-063
"Fayette County, IA",Aug-24 p,0.03,19-065
"Floyd County, IA",Aug-24 p,0.033,19-067
"Franklin County, IA",Aug-24 p,0.026000000000000002,19-069
"Fremont County, IA",Aug-24 p,0.033,19-071
"Greene County, IA",Aug-24 p,0.026000000000000002,19-073
"Grundy County, IA",Aug-24 p,0.031,19-075
"Guthrie County, IA",Aug-24 p,0.028999999999999998,19-077
"Hamilton County, IA",Aug-24 p,0.028999999999999998,19-079
"Hancock County, IA",Aug-24 p,0.023,19-081
"Hardin County, IA",Aug-24 p,0.028999999999999998,19-083
"Harrison County, IA",Aug-24 p,0.026000000000000002,19-085
"Henry County, IA",Aug-24 p,0.028999999999999998,19-087
"Howard County, IA",Aug-24 p,0.027000000000000003,19-089
"Humboldt County, IA",Aug-24 p,0.026000000000000002,19-091
"Ida County, IA",Aug-24 p,0.025,19-093
"Iowa County, IA",Aug-24 p,0.025,19-095
"Jackson County, IA",Aug-24 p,0.035,19-097
"Jasper County, IA",Aug-24 p,0.033,19-099
"Jefferson County, IA",Aug-24 p,0.032,19-101
"Johnson County, IA",Aug-24 p,0.025,19-103
"Jones County, IA",Aug-24 p,0.034,19-105
"Keokuk County, IA",Aug-24 p,0.027999999999999997,19-107
"Kossuth County, IA",Aug-24 p,0.025,19-109
"Lee County, IA",Aug-24 p,0.044000000000000004,19-111
"Linn County, IA",Aug-24 p,0.035,19-113
"Louisa County, IA",Aug-24 p,0.028999999999999998,19-115
"Lucas County, IA",Aug-24 p,0.027000000000000003,19-117
"Lyon County, IA",Aug-24 p,0.02,19-119
"Madison County, IA",Aug-24 p,0.032,19-121
"Mahaska County, IA",Aug-24 p,0.026000000000000002,19-123
"Marion County, IA",Aug-24 p,0.023,19-125
"Marshall County, IA",Aug-24 p,0.057,19-127
"Mills County, IA",Aug-24 p,0.04,19-129
"Mitchell County, IA",Aug-24 p,0.025,19-131
"Monona County, IA",Aug-24 p,0.026000000000000002,19-133
"Monroe County, IA",Aug-24 p,0.032,19-135
"Montgomery County, IA",Aug-24 p,0.027000000000000003,19-137
"Muscatine County, IA",Aug-24 p,0.036000000000000004,19-139
"O'Brien County, IA",Aug-24 p,0.023,19-141
"Osceola County, IA",Aug-24 p,0.019,19-143
"Page County, IA",Aug-24 p,0.028999999999999998,19-145
"Palo Alto County, IA",Aug-24 p,0.028999999999999998,19-147
"Plymouth County, IA",Aug-24 p,0.024,19-149
"Pocahontas County, IA",Aug-24 p,0.027999999999999997,19-151
"Polk County, IA",Aug-24 p,0.034,19-153
"Pottawattamie County, IA",Aug-24 p,0.032,19-155
"Poweshiek County, IA",Aug-24 p,0.025,19-157
"Ringgold County, IA",Aug-24 p,0.027999999999999997,19-159
"Sac County, IA",Aug-24 p,0.037000000000000005,19-161
"Scott County, IA",Aug-24 p,0.040999999999999995,19-163
"Shelby County, IA",Aug-24 p,0.024,19-165
"Sioux County, IA",Aug-24 p,0.019,19-167
"Story County, IA",Aug-24 p,0.023,19-169
"Tama County, IA",Aug-24 p,0.033,19-171
"Taylor County, IA",Aug-24 p,0.023,19-173
"Union County, IA",Aug-24 p,0.031,19-175
"Van Buren County, IA",Aug-24 p,0.026000000000000002,19-177
"Wapello County, IA",Aug-24 p,0.037000000000000005,19-179
"Warren County, IA",Aug-24 p,0.027999999999999997,19-181
"Washington County, IA",Aug-24 p,0.023,19-183
"Wayne County, IA",Aug-24 p,0.027999999999999997,19-185
"Webster County, IA",Aug-24 p,0.031,19-187
"Winnebago County, IA",Aug-24 p,0.032,19-189
"Winneshiek County, IA",Aug-24 p,0.027000000000000003,19-191
"Woodbury County, IA",Aug-24 p,0.03,19-193
"Worth County, IA",Aug-24 p,0.039,19-195
"Wright County, IA",Aug-24 p,0.024,19-197
"Allen County, KS",Aug-24 p,0.042,20-001
"Anderson County, KS",Aug-24 p,0.03,20-003
"Atchison County, KS",Aug-24 p,0.045,20-005
"Barber County, KS",Aug-24 p,0.032,20-007
"Barton County, KS",Aug-24 p,0.037000000000000005,20-009
"Bourbon County, KS",Aug-24 p,0.055999999999999994,20-011
"Brown County, KS",Aug-24 p,0.038,20-013
"Butler County, KS",Aug-24 p,0.039,20-015
"Chase County, KS",Aug-24 p,0.036000000000000004,20-017
"Chautauqua County, KS",Aug-24 p,0.042,20-019
"Cherokee County, KS",Aug-24 p,0.036000000000000004,20-021
"Cheyenne County, KS",Aug-24 p,0.033,20-023
"Clark County, KS",Aug-24 p,0.025,20-025
"Clay County, KS",Aug-24 p,0.043,20-027
"Cloud County, KS",Aug-24 p,0.040999999999999995,20-029
"Coffey County, KS",Aug-24 p,0.048,20-031
"Comanche County, KS",Aug-24 p,0.038,20-033
"Cowley County, KS",Aug-24 p,0.045,20-035
"Crawford County, KS",Aug-24 p,0.043,20-037
"Decatur County, KS",Aug-24 p,0.044000000000000004,20-039
"Dickinson County, KS",Aug-24 p,0.06,20-041
"Doniphan County, KS",Aug-24 p,0.036000000000000004,20-043
"Douglas County, KS",Aug-24 p,0.039,20-045
"Edwards County, KS",Aug-24 p,0.035,20-047
"Elk County, KS",Aug-24 p,0.046,20-049
"Ellis County, KS",Aug-24 p,0.03,20-051
"Ellsworth County, KS",Aug-24 p,0.043,20-053
"Finney County, KS",Aug-24 p,0.027999999999999997,20-055
"Ford County, KS",Aug-24 p,0.028999999999999998,20-057
"Franklin County, KS",Aug-24 p,0.036000000000000004,20-059
"Geary County, KS",Aug-24 p,0.053,20-061
"Gove County, KS",Aug-24 p,0.03,20-063
"Graham County, KS",Aug-24 p,0.037000000000000005,20-065
"Grant County, KS",Aug-24 p,0.040999999999999995,20-067
"Gray County, KS",Aug-24 p,0.028999999999999998,20-069
"Greeley County, KS",Aug-24 p,0.026000000000000002,20-071
"Greenwood County, KS",Aug-24 p,0.034,20-073
"Hamilton County, KS",Aug-24 p,0.026000000000000002,20-075
"Harper County, KS",Aug-24 p,0.032,20-077
"Harvey County, KS",Aug-24 p,0.042,20-079
"Haskell County, KS",Aug-24 p,0.027000000000000003,20-081
"Hodgeman County, KS",Aug-24 p,0.028999999999999998,20-083
"Jackson County, KS",Aug-24 p,0.028999999999999998,20-085
"Jefferson County, KS",Aug-24 p,0.033,20-087
"Jewell County, KS",Aug-24 p,0.051,20-089
"Johnson County, KS",Aug-24 p,0.034,20-091
"Kearny County, KS",Aug-24 p,0.027999999999999997,20-093
"Kingman County, KS",Aug-24 p,0.032,20-095
"Kiowa County, KS",Aug-24 p,0.033,20-097
"Labette County, KS",Aug-24 p,0.04,20-099
"Lane County, KS",Aug-24 p,0.035,20-101
"Leavenworth County, KS",Aug-24 p,0.036000000000000004,20-103
"Lincoln County, KS",Aug-24 p,0.067,20-105
"Linn County, KS",Aug-24 p,0.05,20-107
"Logan County, KS",Aug-24 p,0.028999999999999998,20-109
"Lyon County, KS",Aug-24 p,0.038,20-111
"McPherson County, KS",Aug-24 p,0.027999999999999997,20-113
"Marion County, KS",Aug-24 p,0.042,20-115
"Marshall County, KS",Aug-24 p,0.031,20-117
"Meade County, KS",Aug-24 p,0.028999999999999998,20-119
"Miami County, KS",Aug-24 p,0.035,20-121
"Mitchell County, KS",Aug-24 p,0.046,20-123
"Montgomery County, KS",Aug-24 p,0.040999999999999995,20-125
"Morris County, KS",Aug-24 p,0.033,20-127
"Morton County, KS",Aug-24 p,0.040999999999999995,20-129
"Nemaha County, KS",Aug-24 p,0.025,20-131
"Neosho County, KS",Aug-24 p,0.051,20-133
"Ness County, KS",Aug-24 p,0.034,20-135
"Norton County, KS",Aug-24 p,0.027999999999999997,20-137
"Osage County, KS",Aug-24 p,0.036000000000000004,20-139
"Osborne County, KS",Aug-24 p,0.051,20-141
"Ottawa County, KS",Aug-24 p,0.03,20-143
"Pawnee County, KS",Aug-24 p,0.036000000000000004,20-145
"Phillips County, KS",Aug-24 p,0.031,20-147
"Pottawatomie County, KS",Aug-24 p,0.034,20-149
"Pratt County, KS",Aug-24 p,0.03,20-151
"Rawlins County, KS",Aug-24 p,0.027999999999999997,20-153
"Reno County, KS",Aug-24 p,0.039,20-155
"Republic County, KS",Aug-24 p,0.03,20-157
"Rice County, KS",Aug-24 p,0.033,20-159
"Riley County, KS",Aug-24 p,0.038,20-161
"Rooks County, KS",Aug-24 p,0.043,20-163
"Rush County, KS",Aug-24 p,0.045,20-165
"Russell County, KS",Aug-24 p,0.059000000000000004,20-167
"Saline County, KS",Aug-24 p,0.035,20-169
"Scott County, KS",Aug-24 p,0.027999999999999997,20-171
"Sedgwick County, KS",Aug-24 p,0.042,20-173
"Seward County, KS",Aug-24 p,0.036000000000000004,20-175
"Shawnee County, KS",Aug-24 p,0.035,20-177
"Sheridan County, KS",Aug-24 p,0.028999999999999998,20-179
"Sherman County, KS",Aug-24 p,0.039,20-181
"Smith County, KS",Aug-24 p,0.036000000000000004,20-183
"Stafford County, KS",Aug-24 p,0.033,20-185
"Stanton County, KS",Aug-24 p,0.032,20-187
"Stevens County, KS",Aug-24 p,0.037000000000000005,20-189
"Sumner County, KS",Aug-24 p,0.038,20-191
"Thomas County, KS",Aug-24 p,0.027999999999999997,20-193
"Trego County, KS",Aug-24 p,0.038,20-195
"Wabaunsee County, KS",Aug-24 p,0.032,20-197
"Wallace County, KS",Aug-24 p,0.035,20-199
"Washington County, KS",Aug-24 p,0.027999999999999997,20-201
"Wichita County, KS",Aug-24 p,0.032,20-203
"Wilson County, KS",Aug-24 p,0.046,20-205
"Woodson County, KS",Aug-24 p,0.048,20-207
"Wyandotte County, KS",Aug-24 p,0.044000000000000004,20-209
"Adair County, KY",Aug-24 p,0.065,21-001
"Allen County, KY",Aug-24 p,0.051,21-003
"Anderson County, KY",Aug-24 p,0.043,21-005
"Ballard County, KY",Aug-24 p,0.054000000000000006,21-007
"Barren County, KY",Aug-24 p,0.055,21-009
"Bath County, KY",Aug-24 p,0.067,21-011
"Bell County, KY",Aug-24 p,0.068,21-013
"Boone County, KY",Aug-24 p,0.044000000000000004,21-015
"Bourbon County, KY",Aug-24 p,0.044000000000000004,21-017
"Boyd County, KY",Aug-24 p,0.068,21-019
